USER_ID,NEED_TO_CHANGE,Rated_Jokes,Joke_0,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_22,Joke_23,Joke_24,Joke_25,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_36,Joke_37,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_48,Joke_49,Joke_50,Joke_51,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_73,Joke_74,Joke_75,Joke_76,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_98,Joke_99
1,1,100.0,0.0,0.5,0.0,-1.0,-1.0,0.5,0.49999999999999994,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,-1.0,-0.5,0.0,0.5,-1.0,-0.5,-1.0,0.5,-1.0,0.5,0.0,0.0,0.5,1.0,0.49999999999999994,-1.0,0.0,1.0,0.0,1.0,0.5,0.9999999999999999,1.0,0.0,0.0,0.5,-0.5,-1.0,-1.0,0.5,0.5,0.5,1.0,0.0,1.0,-1.0,-0.9999999999999999,1.0,1.0,0.0,0.5,0.9999999999999999,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,-1.0,1.0,1.0,0.0,1.0,0.5,-0.9999999999999999,-1.0,-1.0,1.0,0.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.0,-0.49999999999999994,0.0,-1.0,-1.0,0.0,-0.9999999999999999,0.5,0.0,1.0,-1.0,0.0,-1.0,-0.9999999999999999,0.5,1.0,-0.9999999999999999,1.0,-1.0
5,1,100.0,0.27000000000000035,-0.025000000000000203,0.1449999999999999,-0.09000000000000007,0.25999999999999956,0.32000000000000006,0.21499999999999994,0.07499999999999994,0.10500000000000038,0.18000000000000005,0.265,0.3350000000000003,-0.3849999999999999,0.2749999999999999,-0.2799999999999998,-0.16000000000000014,-0.22000000000000025,0.1750000000000001,0.3699999999999999,0.3299999999999996,0.37000000000000016,0.06,0.3299999999999998,-0.11499999999999999,0.10500000000000002,0.2950000000000004,0.41000000000000003,0.5199999999999996,0.5200000000000002,0.14999999999999972,0.20000000000000012,0.585,-0.020000000000000157,0.08499999999999988,0.5450000000000002,0.5100000000000001,0.01999999999999981,0.3749999999999998,0.3600000000000001,0.20500000000000004,0.37499999999999967,0.34000000000000014,0.0900000000000001,-0.20500000000000004,0.29999999999999993,0.31499999999999984,0.6300000000000002,0.4400000000000003,0.5349999999999998,0.6949999999999998,-0.17000000000000015,0.06000000000000005,0.6249999999999999,0.625,0.025000000000000022,0.4500000000000004,-0.10499999999999986,-0.2399999999999997,0.2400000000000005,0.3200000000000003,0.42500000000000004,0.6249999999999996,0.4649999999999996,0.18000000000000033,0.22000000000000008,0.44999999999999984,0.005000000000000018,0.6100000000000005,0.4150000000000003,0.27000000000000024,0.6300000000000008,0.7599999999999996,0.6199999999999997,0.25999999999999923,0.27000000000000035,0.7299999999999993,0.7349999999999992,0.7149999999999999,0.48500000000000026,0.5350000000000003,0.32500000000000007,0.6299999999999994,0.6000000000000008,0.7149999999999999,0.5450000000000008,0.58,0.6149999999999994,0.6649999999999998,0.8649999999999998,0.7149999999999989,0.7049999999999998,0.6950000000000004,0.6000000000000003,0.7500000000000009,0.6450000000000007,0.6599999999999999,0.6699999999999997,0.4199999999999995,0.5350000000000007,0.3450000000000003
7,1,100.0,0.37500000000000033,-0.019736842105263067,0.1776315789473682,-0.11184210526315795,0.05921052631578948,-0.2565789473684208,0.23684210526315816,0.2368421052631577,0.210526315789474,0.40131578947368396,0.13815789473684242,-0.21710526315789513,-0.06578947368421058,-0.17105263157894696,0.2499999999999992,0.03947368421052644,-0.256578947368421,0.3421052631578951,0.019736842105263025,-0.17763157894736847,-0.2105263157894734,0.2763157894736842,0.15789473684210525,-0.05263157894736829,0.05921052631578953,-0.03947368421052608,-0.17763157894736764,0.04605263157894768,0.1710526315789476,-0.16447368421052663,-0.10526315789473661,0.19078947368421037,-0.12500000000000006,-0.12500000000000022,0.0986842105263161,0.09210526315789491,0.2828947368421056,0.3486842105263155,-0.21710526315789433,-0.026315789473684126,0.144736842105263,-0.05263157894736831,0.032894736842105116,0.1776315789473687,0.12499999999999996,-0.03947368421052597,-0.03289473684210528,0.11184210526315808,0.039473684210526494,0.26973684210526305,-0.5526315789473685,-0.3486842105263153,-0.03947368421052644,0.006578947368421018,0.19078947368421056,-0.06578947368420987,0.24342105263157932,-0.23684210526315783,-0.08552631578947373,0.4736842105263159,-0.2039473684210531,0.21052631578947337,0.09868421052631578,0.09210526315789465,-0.25657894736842174,0.013157894736841813,0.0526315789473682,0.2171052631578949,2.7755575615628914e-16,-0.17763157894736814,0.01315789473684209,0.013157894736842424,-0.5197368421052637,-0.38157894736842085,-0.3815789473684205,0.09868421052631593,-0.3947368421052637,-0.2697368421052633,-0.5526315789473681,-0.5460526315789478,0.03289473684210517,0.3421052631578945,0.0328947368421052,0.23684210526315774,-0.07236842105263194,0.5,0.21710526315789477,0.4539473684210522,0.4539473684210527,0.22368421052631587,0.3092105263157895,-0.05921052631578916,0.1973684210526315,0.5855263157894733,0.3421052631578946,0.40131578947368407,0.3421052631578947,-0.3750000000000005,0.03289473684210532,-0.17105263157894693
8,1,100.0,-0.31944444444444386,-0.2083333333333336,-0.4583333333333336,-0.3333333333333334,0.055555555555555566,0.08333333333333334,-0.4444444444444441,-0.33333333333333354,-0.7638888888888886,-0.13888888888888912,0.041666666666666824,-0.20833333333333298,-0.37500000000000006,0.29166666666666663,-0.6249999999999999,-0.8333333333333334,0.2083333333333332,-0.7777777777777775,-0.5138888888888891,-0.5416666666666665,0.5416666666666667,-0.16666666666666669,-0.5972222222222225,-0.5555555555555552,-0.20833333333333348,0.2361111111111111,0.3472222222222222,-0.541666666666667,0.19444444444444428,-0.5972222222222222,0.375,0.13888888888888867,-0.611111111111111,0.25000000000000006,0.16666666666666696,0.2222222222222222,-0.7916666666666663,-0.5138888888888886,0.2777777777777778,-0.23611111111111094,-0.263888888888889,0.41666666666666663,-0.5694444444444442,-0.8472222222222221,-0.5138888888888885,-0.04166666666666649,-0.5555555555555558,-0.5972222222222225,-0.04166666666666674,0.3888888888888888,0.25000000000000006,0.37500000000000017,0.3194444444444443,-0.055555555555555636,-0.2916666666666663,-0.06944444444444467,-0.9305555555555552,-0.958333333333333,-0.7361111111111106,-0.736111111111111,0.06944444444444425,-0.22222222222222282,-0.8055555555555552,-0.5555555555555551,0.5,-0.1944444444444447,-0.5555555555555552,-0.33333333333333276,0.12500000000000025,-0.47222222222222193,-0.8333333333333335,0.2638888888888889,0.13888888888888892,-0.6527777777777777,-0.36111111111111105,0.04166666666666685,-0.3749999999999999,-0.5555555555555557,-0.4999999999999998,0.25,0.25000000000000006,-0.7222222222222225,0.4166666666666667,-0.7638888888888891,-0.055555555555555414,-0.75,-0.15277777777777746,-0.8194444444444443,-0.1944444444444442,-0.8888888888888898,-0.3472222222222217,-0.5694444444444441,-0.20833333333333293,-0.7777777777777781,-0.6527777777777772,-0.6111111111111112,-0.569444444444444,0.4583333333333332,-0.7083333333333331,0.5277777777777779
11,1,100.0,-0.13744075829384006,-0.22511848341232182,-0.16350710900473958,-0.3483412322274876,-0.2037914691943113,-0.22274881516587888,-0.36018957345971553,-0.24407582938388564,-0.35545023696682465,-0.10426540284360247,-0.10426540284360153,-0.2393364928909964,-0.2701421800947864,-0.22985781990521226,-0.3388625592417069,-0.43838862559241665,-0.22511848341232243,-0.37203791469194336,-0.2796208530805676,-0.44312796208530947,0.04028436018957382,-0.18009478672985785,-0.2606635071090045,-0.38388625592417036,-0.19668246445497678,-0.1255924170616102,0.01658767772512032,-0.20142180094786838,-0.016587677725120153,-0.31753554502369774,-0.05213270142180115,-0.1492890995260679,-0.42180094786729905,-0.17535545023696564,-0.033175355450236754,0.04265402843601962,-0.41706161137440667,-0.10663507109004644,-0.06872037914691892,-0.18720379146919386,-0.27251184834123254,-0.021327014218008644,-0.36492890995260624,-0.44075829383886167,-0.17772511848341174,-0.18009478672985732,-0.26540284360189415,-0.201421800947866,-0.10189573459715778,0.12559241706161356,-0.32464454976303403,-0.2701421800947863,-0.13270142180094802,-0.09478672985781761,-0.14928909952606564,-0.08293838862559191,-0.45971563981042723,-0.597156398104265,-0.37440758293838794,-0.317535545023698,-0.10426540284360236,-0.11611374407582714,-0.36255924170616083,-0.2867298578199057,-0.03317535545023864,-0.13981042654028236,-0.29383886255924124,-0.10426540284360114,-0.0639810426540281,-0.2037914691943143,-0.40758293838862575,-0.06398104265403026,-0.2109004739336492,-0.36966824644549845,-0.1990521327014211,-0.03554502369668361,-0.2559241706161134,-0.10900473933649263,-0.28199052132701397,-0.28436018957346076,-0.03317535545023792,-0.2535545023696688,-0.04976303317535635,-0.20379146919431246,-0.16350710900473858,-0.22274881516587677,-0.0734597156398113,-0.08767772511848487,-0.021327014218008755,-0.23933649289099637,-0.1587677725118472,-0.07819905213270109,-0.10900473933649196,-0.12322274881516454,-0.1161137440758285,-0.10900473933649246,-0.12322274881516737,-0.20616113744075842,-0.21327014218009444,-0.1184834123222743
13,1,100.0,-0.2777777777777774,-0.5555555555555554,-0.5416666666666669,-0.6805555555555557,-0.04166666666666656,0.44444444444444453,0.3611111111111112,-0.18055555555555552,-0.5555555555555554,-0.23611111111111127,-0.11111111111111088,0.125,-0.5972222222222223,-0.027777777777777846,-0.361111111111111,-0.0833333333333332,-0.20833333333333323,0.2361111111111109,0.7083333333333333,0.5694444444444448,-0.18055555555555536,-0.4027777777777778,0.09722222222222225,-0.5694444444444442,-0.27777777777777785,-0.15277777777777748,0.34722222222222227,0.6111111111111114,0.13888888888888878,0.15277777777777787,0.3472222222222222,0.7222222222222221,-0.3472222222222224,-0.2916666666666668,0.4722222222222222,0.5000000000000001,-0.41666666666666674,0.2361111111111111,0.08333333333333336,0.22222222222222227,-0.25000000000000017,-0.16666666666666685,-0.125,-0.7638888888888888,-1.6653345369377348e-16,-0.05555555555555561,0.652777777777778,0.4722222222222223,0.5694444444444445,0.5833333333333334,-0.5555555555555556,-0.40277777777777746,0.37499999999999994,0.40277777777777773,-0.30555555555555547,0.12500000000000006,-0.4722222222222222,-0.6249999999999999,-0.055555555555555566,-0.2916666666666669,0.6666666666666665,0.7638888888888887,0.25000000000000017,-0.16666666666666677,-0.23611111111111077,0.3194444444444445,-0.3749999999999999,0.7500000000000002,0.1805555555555556,0.30555555555555575,0.12499999999999986,0.625,0.6666666666666667,-0.16666666666666669,0.2500000000000002,0.4722222222222224,0.6111111111111108,0.7361111111111109,0.41666666666666685,0.30555555555555547,-0.31944444444444425,0.472222222222222,0.38888888888888884,0.48611111111111094,0.25000000000000006,-0.09722222222222218,0.09722222222222227,0.5277777777777776,0.8888888888888886,0.5694444444444444,0.18055555555555558,0.541666666666667,0.5694444444444443,0.13888888888888884,0.3888888888888889,0.3472222222222222,0.26388888888888884,-0.5000000000000003,0.486111111111111,-8.326672684688674e-17
14,1,100.0,-0.3199999999999997,-0.76,-0.4000000000000002,-0.24000000000000016,-0.11999999999999998,0.9200000000000002,-0.1000000000000001,-0.14000000000000004,-0.22,0.10000000000000012,0.4800000000000001,0.7200000000000003,-0.059999999999999984,0.7999999999999998,-0.28,-0.48,0.37999999999999995,-0.10000000000000003,0.4799999999999999,0.26,0.7000000000000002,0.4,0.12000000000000005,-0.3,0.12000000000000002,0.36,0.7799999999999998,0.5400000000000001,0.6199999999999999,0.15999999999999998,0.5599999999999999,0.7,-0.38000000000000006,0.6799999999999998,0.58,0.68,-0.84,-0.04000000000000009,0.6200000000000002,0.20000000000000004,0.12000000000000001,0.72,0.23999999999999994,-0.7200000000000002,0.45999999999999985,0.68,0.7600000000000002,0.16000000000000006,0.7999999999999999,0.76,0.5399999999999997,0.5,0.6399999999999999,0.74,0.30000000000000004,0.36000000000000004,-0.47999999999999987,-0.6400000000000001,-0.12000000000000004,-0.5000000000000002,0.8599999999999999,0.8199999999999998,-0.3999999999999997,-0.5200000000000001,0.5399999999999999,0.52,-0.2600000000000001,0.72,0.7600000000000002,0.48000000000000015,0.40000000000000024,0.8600000000000003,0.84,-0.30000000000000016,0.48000000000000015,0.6600000000000001,0.33999999999999997,0.5799999999999998,0.6600000000000003,0.7199999999999999,0.6000000000000001,0.6599999999999998,0.5399999999999998,0.039999999999999966,0.6799999999999999,-0.52,0.3400000000000001,0.24000000000000002,0.8599999999999998,0.30000000000000004,0.24000000000000005,0.29999999999999993,0.7199999999999999,-0.08000000000000002,0.13999999999999999,0.14,0.3999999999999999,0.44000000000000006,-0.04000000000000002,0.7200000000000002
15,1,100.0,0.09090909090909094,0.5227272727272734,-0.21590909090909122,-0.04545454545454557,0.3465909090909087,0.7954545454545457,0.19886363636363624,0.09090909090909087,0.3068181818181822,0.4545454545454546,0.6022727272727275,0.8295454545454538,0.3238636363636374,0.8352272727272723,0.07954545454545439,0.005681818181818621,-0.005681818181818107,0.2784090909090912,0.5000000000000003,0.25000000000000033,0.8522727272727275,0.6477272727272727,0.47727272727272674,-0.21590909090909075,0.642045454545454,0.7613636363636369,0.8863636363636369,0.8238636363636356,0.7840909090909094,0.5284090909090906,0.8124999999999998,0.880681818181818,-0.0340909090909091,0.693181818181819,0.8409090909090906,0.801136363636364,0.15909090909090912,0.7443181818181824,0.8011363636363643,0.6818181818181819,0.3863636363636361,0.7727272727272735,0.07386363636363664,-0.17045454545454547,0.7272727272727277,0.767045454545455,0.7727272727272732,0.8011363636363629,0.8693181818181823,0.8579545454545454,0.5454545454545449,0.6250000000000004,0.7954545454545454,0.8125000000000002,0.4886363636363642,0.78409090909091,0.0284090909090908,-0.2329545454545452,0.5000000000000007,0.06818181818181823,0.8693181818181814,0.8749999999999993,0.7045454545454537,-0.05681818181818188,0.8522727272727264,0.8977272727272736,0.21022727272727307,0.8806818181818188,0.8409090909090913,0.5852272727272723,0.6647727272727284,0.7727272727272726,0.6420454545454544,0.14772727272727196,0.22159090909090978,0.7954545454545445,0.5511363636363631,0.6761363636363635,0.6363636363636366,0.732954545454545,0.7840909090909087,0.6136363636363631,0.6704545454545455,0.6420454545454544,0.642045454545455,0.42613636363636365,0.7386363636363629,0.6363636363636367,0.8181818181818183,0.6931818181818171,0.6704545454545461,0.7840909090909095,0.7613636363636367,0.5511363636363633,0.5909090909090914,0.5738636363636362,0.5170454545454549,0.5738636363636358,0.5170454545454548,0.6193181818181823
17,1,100.0,-0.08088235294117585,0.05147058823529417,-0.308823529411765,-0.28676470588235303,0.08088235294117649,0.5514705882352944,-0.360294117647059,-0.2720588235294121,-0.5882352941176467,0.16911764705882357,0.34558823529411775,0.5367647058823527,-0.5147058823529405,0.5294117647058826,-0.47058823529411775,-0.705882352941176,0.11029411764705868,-0.08823529411764708,0.022058823529411686,-1.3877787807814457e-17,0.6102941176470591,0.11764705882352941,0.05882352941176474,-0.6029411764705879,0.2426470588235295,0.4264705882352945,0.7058823529411762,0.5220588235294119,0.5220588235294117,-0.051470588235294074,0.6985294117647063,0.7426470588235295,-0.5808823529411757,0.34558823529411753,0.6250000000000002,0.4779411764705883,-0.5073529411764703,0.30882352941176466,0.5588235294117653,0.32352941176470595,-0.18382352941176489,0.48529411764705876,-0.49999999999999967,-0.705882352941176,0.4632352941176474,0.2720588235294117,0.5955882352941175,0.48529411764705904,0.7647058823529413,0.5,-0.2647058823529412,0.18382352941176489,0.6029411764705881,0.7279411764705882,-0.18382352941176447,0.4779411764705881,-0.4338235294117649,-0.7132352941176467,-0.11029411764705886,-0.514705882352941,0.6323529411764705,0.6397058823529409,0.2500000000000002,-0.5514705882352938,0.4926470588235296,0.5882352941176467,-0.566176470588235,0.757352941176471,0.5955882352941179,0.3161764705882355,0.16176470588235314,0.49264705882352944,0.3235294117647056,-0.19117647058823534,0.11029411764705879,0.5808823529411766,0.3529411764705882,0.3014705882352941,0.10294117647058824,0.16176470588235287,-0.10294117647058815,0.05147058823529424,0.41176470588235287,0.16176470588235295,0.16176470588235298,-0.15441176470588233,0.32352941176470584,0.1838235294117648,0.6838235294117645,0.3529411764705883,0.3308823529411764,0.41176470588235325,0.4705882352941174,0.11764705882352944,0.15441176470588233,0.31617647058823517,0.2058823529411764,0.3014705882352937,0.10294117647058831,0.1176470588235294
23,1,100.0,-0.3370786516853941,-0.7584269662921352,-0.4325842696629216,-0.651685393258426,-0.4662921348314599,-0.28651685393258397,-0.578651685393259,-0.21910112359550593,-0.27528089887640417,-0.2134831460674157,-0.4831460674157301,-0.5337078651685403,-0.6179775280898867,-0.6516853932584263,-0.5168539325842705,-0.38202247191011235,-0.5393258426966292,-0.2359550561797754,-0.252808988764045,-0.24157303370786515,-0.6292134831460672,-0.5561797752808989,-0.21348314606741625,-0.3932584269662918,-0.6573033707865171,-0.6966292134831447,-0.28089887640449324,-0.039325842696629254,-0.5674157303370804,-0.40449438202247207,-0.5280898876404498,-0.011235955056179636,-0.6292134831460675,-0.7134831460674139,-0.3539325842696644,-0.20224719101123523,-0.5505617977528083,-0.11797752808988715,-0.6235955056179774,-0.41011235955056136,-0.6685393258426969,-0.6067415730337085,-0.2584269662921345,-0.48314606741572974,-0.39325842696629165,-0.47752808988763995,-0.06741573033707884,-0.17977528089887707,-0.29213483146067365,-0.37640449438202067,-0.808988764044945,-0.7191011235955055,-0.404494382022472,-0.14606741573033594,-0.15168539325842664,-0.5730337078651687,-0.31460674157303403,-0.5561797752808987,-0.3932584269662915,-0.17977528089887662,-0.33146067415730385,0.08988764044943764,-0.30898876404494363,-0.47191011235955016,-0.6292134831460692,-0.10674157303370768,-0.35955056179775247,0.02247191011236005,-0.3146067415730334,-0.2359550561797749,-0.3764044943820227,-0.16853932584269754,-0.1685393258426962,-0.5056179775280905,-0.19101123595505573,0.011235955056179414,-0.11797752808988787,-0.06179775280898897,-0.28651685393258397,-0.3089887640449439,-0.38202247191011324,0.01123595505617983,-0.2752808988764051,-0.13483146067415752,-0.4213483146067409,-0.05617977528089885,-0.050561797752809334,0.07865168539325826,0.3876404494382023,-0.016853932584269565,0.24719101123595505,-0.03932584269662895,0.12359550561797758,0.1741573033707865,0.1404494382022472,0.17977528089887634,0.05056179775280936,-0.6011235955056182,-0.1853932584269662,-0.6179775280898872
